,date,description,id,price,region,title,url
0,2016-12-18 21:19,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5910551905,$4500, (Miami gardens),Trohy 24 con trailer listo para el agua co trailer,https://miami.craigslist.org/brw/brw/boa/5910551905.html
1,2016-12-18 21:18,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5896022652,$3000,,17' bass boat with trailer,https://miami.craigslist.org/brw/brw/boa/5896022652.html
2,2016-12-18 20:59,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924900593,$1, (hialeah/miami),Great 2000 Four Winn Model 268 28.2,https://miami.craigslist.org/brw/brw/boa/5924900593.html
3,2016-12-18 20:33,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924877226,$5499,,BOAT FOR SALE!!!!!! CHEAP!!,https://miami.craigslist.org/brw/brw/boa/5924877226.html
4,2016-12-18 19:27,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924818473,$7995, (DAVIE),2004 Nitro Tracker 700 LX DC,https://miami.craigslist.org/brw/brw/boa/5924818473.html
5,2016-12-18 19:27,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924818382,$1200, (Pompano Beach),Seadoo gsi,https://miami.craigslist.org/brw/brw/boa/5924818382.html
6,2016-12-18 19:26,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5904696981,$8500, (Marathon),"Center console with cuddy, Offshorpowerboats 28 foot",https://miami.craigslist.org/brw/brw/boa/5904696981.html
7,2016-12-18 19:23,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924814393,$1000, (Pompano Beach),Anacapri,https://miami.craigslist.org/brw/brw/boa/5924814393.html
8,2016-12-18 19:15,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924807137,$2500, (Ft lauderdale Beach),!!!!!!!!!!!!!!!2007 Mercury 25hp four stroke (engine only),https://miami.craigslist.org/brw/brw/boa/5924807137.html
9,2016-12-18 19:00,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5918460964,$5900," (Houston, Texas)",1985  21' Scarab one Classic go fast  (reduced pricefor quick sale),https://miami.craigslist.org/brw/brw/boa/5918460964.html
10,2016-12-18 18:52,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924761829,$5950,,Skeeter Bass Boat,https://miami.craigslist.org/brw/brw/boa/5924761829.html
11,2016-12-18 18:48,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924779713,$9000, (Pembroke pines),Boston whaler,https://miami.craigslist.org/brw/brw/boa/5924779713.html
12,2016-12-18 18:40,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5905563761,$18999, (DAVIE),RANGER GHOST 16.9 2004,https://miami.craigslist.org/brw/brw/boa/5905563761.html
13,2016-12-18 18:27,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5887086312,$300, (broward),Air brushing custom paint logos or boat names,https://miami.craigslist.org/brw/brw/boa/5887086312.html
14,2016-12-18 18:14,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924745300,$2750,,Outboard,https://miami.craigslist.org/brw/brw/boa/5924745300.html
15,2016-12-18 17:54,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5883483735,$450, (Miramar),Double Jets kit trailer,https://miami.craigslist.org/brw/brw/boa/5883483735.html
16,2016-12-18 17:24,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5895751364,$65, (fort lauderale),"New 13inch Trailer Tires, Special!!  13inch on 5-lug Rim, Spring Speci",https://miami.craigslist.org/brw/brw/boa/5895751364.html
17,2016-12-18 17:24,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5895750754,$90, (dania beach),New 205/75/15inch Tires on 5-lug galvanize Rims,https://miami.craigslist.org/brw/brw/boa/5895750754.html
18,2016-12-18 17:24,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5898924251,$65, (fort lauderale),"New 13inch Trailer Tires, Special!!  13inch on 5-lug Rim, Spring Speci",https://miami.craigslist.org/brw/brw/boa/5898924251.html
19,2016-12-18 17:19,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924661126,$2500,,1988 16.5 foot bass cat silhouette. 48hp.,https://miami.craigslist.org/brw/brw/boa/5924661126.html
20,2016-12-18 17:16,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924680721,$1700,,1999 kawasaki ultra 150 jetski and trailer,https://miami.craigslist.org/brw/brw/boa/5924680721.html
21,2016-12-18 17:03,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5922217439,$400, (oakland park),17' Sylvan...bowrider boat only. no engine ..no trailer,https://miami.craigslist.org/brw/brw/boa/5922217439.html
22,2016-12-18 17:02,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924664752,$8500, (Ft. Lauderdale),Wellcraft center console,https://miami.craigslist.org/brw/brw/boa/5924664752.html
23,2016-12-18 16:59,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924580827,$1500,,1979 35' CUSTOM SLOOP SAILBOAT,https://miami.craigslist.org/brw/brw/boa/5924580827.html
24,2016-12-18 16:56,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5886362472,$125000, (Pompano),Hatteras Sportfish 1966 34' Convertible Completely Rebuilt in 2015 -,https://miami.craigslist.org/brw/brw/boa/5886362472.html
25,2016-12-18 16:50,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5902422210,$900, (Weston),Nacra 5.8 Catamaran,https://miami.craigslist.org/brw/brw/boa/5902422210.html
26,2016-12-18 16:47,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924647149,$75000, (Pompano Beach),Searay,https://miami.craigslist.org/brw/brw/boa/5924647149.html
27,2016-12-18 16:44,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5917637796,$4500, (Fort lauderdale),17' proline,https://miami.craigslist.org/brw/brw/boa/5917637796.html
28,2016-12-18 16:44,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924609033,$8000, (south florida),2008 sea doo speedster supercharged,https://miami.craigslist.org/brw/brw/boa/5924609033.html
29,2016-12-18 16:42,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924640167,$1, (South Florida),WANTED... 1981 - 1983 Watkins Sailboat,https://miami.craigslist.org/brw/brw/boa/5924640167.html
30,2016-12-18 16:33,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924608672,$8000, (south florida),2008 sea doo speedster supercharged,https://miami.craigslist.org/brw/brw/boa/5924608672.html
31,2016-12-18 16:28,"No web page for this address 404 Error _____________
( return to )
( craigslist )
( homepage? )
 ------------- 
       O 
        O   ^__^
         o  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||",5924623872,$895, (SOUTH BROWARD CO.),"BORG/WARNER /VELVET DRIVE ""0""TIME REBUILT 71&72C MARINE TRANSMISSIONS",https://miami.craigslist.org/brw/brw/boa/5924623872.html
